LocationID,Borough,Zone,service_zone,latitude,longitude,Lat_Long,latitude_dbl,longitude_dbl
186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,40.74849718140483,-73.9924375369761,40.74849718140483 -73.9924375369761,40.74849718140483,-73.9924375369761
187,Staten Island,Port Richmond,Boro Zone,40.628166874571775,-74.14078750231758,40.628166874571775 -74.14078750231758,40.628166874571775,-74.14078750231758
188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,40.65874445085652,-73.9474416450047,40.65874445085652 -73.9474416450047,40.65874445085652,-73.9474416450047
189,Brooklyn,Prospect Heights,Boro Zone,40.67763538934709,-73.9675868122295,40.67763538934709 -73.9675868122295,40.67763538934709,-73.9675868122295
190,Brooklyn,Prospect Park,Boro Zone,40.66162215835666,-73.96891374270629,40.66162215835666 -73.96891374270629,40.66162215835666,-73.96891374270629
191,Queens,Queens Village,Boro Zone,40.715454515305,-73.74153176997538,40.715454515305 -73.74153176997538,40.715454515305,-73.74153176997538
192,Queens,Queensboro Hill,Boro Zone,40.74375148543135,-73.81522935845771,40.74375148543135 -73.81522935845771,40.74375148543135,-73.81522935845771
193,Queens,Queensbridge/Ravenswood,Boro Zone,40.760313635026776,-73.9419970581842,40.760313635026776 -73.9419970581842,40.760313635026776,-73.9419970581842
194,Manhattan,Randalls Island,Yellow Zone,40.79100078171111,-73.92459630024571,40.79100078171111 -73.92459630024571,40.79100078171111,-73.92459630024571
195,Brooklyn,Red Hook,Boro Zone,40.675548862280735,-74.00917849113307,40.675548862280735 -74.00917849113307,40.675548862280735,-74.00917849113307
196,Queens,Rego Park,Boro Zone,40.72615563957904,-73.86333855806281,40.72615563957904 -73.86333855806281,40.72615563957904,-73.86333855806281
197,Queens,Richmond Hill,Boro Zone,40.69454235438108,-73.83092407449996,40.69454235438108 -73.83092407449996,40.69454235438108,-73.83092407449996
198,Queens,Ridgewood,Boro Zone,40.70652679441934,-73.9017092644472,40.70652679441934 -73.9017092644472,40.70652679441934,-73.9017092644472
199,Bronx,Rikers Island,Boro Zone,40.791132903077305,-73.882658247006,40.791132903077305 -73.882658247006,40.791132903077305,-73.882658247006
200,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,40.899529064376274,-73.90698710771422,40.899529064376274 -73.90698710771422,40.899529064376274,-73.90698710771422
201,Queens,Rockaway Park,Boro Zone,40.57798249377494,-73.84345281477816,40.57798249377494 -73.84345281477816,40.57798249377494,-73.84345281477816
202,Manhattan,Roosevelt Island,Boro Zone,40.76189974995488,-73.94995171169585,40.76189974995488 -73.94995171169585,40.76189974995488,-73.94995171169585
203,Queens,Rosedale,Boro Zone,40.65785341801916,-73.73947255987301,40.65785341801916 -73.73947255987301,40.65785341801916,-73.73947255987301
204,Staten Island,Rossville/Woodrow,Boro Zone,40.54033400529595,-74.20782608356569,40.54033400529595 -74.20782608356569,40.54033400529595,-74.20782608356569
205,Queens,Saint Albans,Boro Zone,40.69120144680595,-73.76314612543847,40.69120144680595 -73.76314612543847,40.69120144680595,-73.76314612543847
206,Staten Island,Saint George/New Brighton,Boro Zone,40.638972205166354,-74.10231250352751,40.638972205166354 -74.10231250352751,40.638972205166354,-74.10231250352751
207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,40.76398558883035,-73.89935256434538,40.76398558883035 -73.89935256434538,40.76398558883035,-73.89935256434538
208,Bronx,Schuylerville/Edgewater Park,Boro Zone,40.82331858387733,-73.82354011891931,40.82331858387733 -73.82354011891931,40.82331858387733,-73.82354011891931
209,Manhattan,Seaport,Yellow Zone,40.70907274279292,-74.00366456329898,40.70907274279292 -74.00366456329898,40.70907274279292,-74.00366456329898
210,Brooklyn,Sheepshead Bay,Boro Zone,40.59202346436411,-73.94050716694059,40.59202346436411 -73.94050716694059,40.59202346436411,-73.94050716694059
211,Manhattan,SoHo,Yellow Zone,40.72388811004153,-74.00153756565634,40.72388811004153 -74.00153756565634,40.72388811004153,-74.00153756565634
212,Bronx,Soundview/Bruckner,Boro Zone,40.82790214858725,-73.86967965711686,40.82790214858725 -73.86967965711686,40.82790214858725,-73.86967965711686
213,Bronx,Soundview/Castle Hill,Boro Zone,40.81785855770795,-73.8581349878143,40.81785855770795 -73.8581349878143,40.81785855770795,-73.8581349878143
214,Staten Island,South Beach/Dongan Hills,Boro Zone,40.58678663305175,-74.08551235826917,40.58678663305175 -74.08551235826917,40.58678663305175,-74.08551235826917
215,Queens,South Jamaica,Boro Zone,40.69442755408855,-73.79096393223055,40.69442755408855 -73.79096393223055,40.69442755408855,-73.79096393223055
216,Queens,South Ozone Park,Boro Zone,40.676154037213614,-73.81945963682764,40.676154037213614 -73.81945963682764,40.676154037213614,-73.81945963682764
217,Brooklyn,South Williamsburg,Boro Zone,40.70391644046558,-73.95859684507167,40.70391644046558 -73.95859684507167,40.70391644046558,-73.95859684507167
218,Queens,Springfield Gardens North,Boro Zone,40.67208970676713,-73.77303565610495,40.67208970676713 -73.77303565610495,40.67208970676713,-73.77303565610495
219,Queens,Springfield Gardens South,Boro Zone,40.66218488071129,-73.76450578558237,40.66218488071129 -73.76450578558237,40.66218488071129,-73.76450578558237
220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,40.882403113208994,-73.91066467564433,40.882403113208994 -73.91066467564433,40.882403113208994,-73.91066467564433
221,Staten Island,Stapleton,Boro Zone,40.61876927873191,-74.07370444530248,40.61876927873191 -74.07370444530248,40.61876927873191,-74.07370444530248
222,Brooklyn,Starrett City,Boro Zone,40.647527034323346,-73.88241292571809,40.647527034323346 -73.88241292571809,40.647527034323346,-73.88241292571809
223,Queens,Steinway,Boro Zone,40.777426920532584,-73.90540773409832,40.777426920532584 -73.90540773409832,40.777426920532584,-73.90540773409832
224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,40.73182063601661,-73.9765976732335,40.73182063601661 -73.9765976732335,40.73182063601661,-73.9765976732335
225,Brooklyn,Stuyvesant Heights,Boro Zone,40.68816818695473,-73.93188826440706,40.68816818695473 -73.93188826440706,40.68816818695473,-73.93188826440706
226,Queens,Sunnyside,Boro Zone,40.73769895644422,-73.92467306585047,40.73769895644422 -73.92467306585047,40.73769895644422,-73.92467306585047
227,Brooklyn,Sunset Park East,Boro Zone,40.641886315765014,-74.00465205914722,40.641886315765014 -74.00465205914722,40.641886315765014,-74.00465205914722
228,Brooklyn,Sunset Park West,Boro Zone,40.65235464953823,-74.01127116962877,40.65235464953823 -74.01127116962877,40.65235464953823,-74.01127116962877
229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,40.75672894163289,-73.9651457991842,40.75672894163289 -73.9651457991842,40.75672894163289,-73.9651457991842
230,Manhattan,Times Sq/Theatre District,Yellow Zone,40.75981761719165,-73.98419648907571,40.75981761719165 -73.98419648907571,40.75981761719165,-73.98419648907571
231,Manhattan,TriBeCa/Civic Center,Yellow Zone,40.71777273626497,-74.007879708664,40.71777273626497 -74.007879708664,40.71777273626497,-74.007879708664
232,Manhattan,Two Bridges/Seward Park,Yellow Zone,40.714732506939214,-73.98302455833489,40.714732506939214 -73.98302455833489,40.714732506939214,-73.98302455833489
233,Manhattan,UN/Turtle Bay South,Yellow Zone,40.749914077901984,-73.97044256869238,40.749914077901984 -73.97044256869238,40.749914077901984,-73.97044256869238
234,Manhattan,Union Sq,Yellow Zone,40.74033744175685,-73.99045782354736,40.74033744175685 -73.99045782354736,40.74033744175685,-73.99045782354736
235,Bronx,University Heights/Morris Heights,Boro Zone,40.85252114926332,-73.91597542466444,40.85252114926332 -73.91597542466444,40.85252114926332,-73.91597542466444
236,Manhattan,Upper East Side North,Yellow Zone,40.78043643718976,-73.95701169835736,40.78043643718976 -73.95701169835736,40.78043643718976,-73.95701169835736
237,Manhattan,Upper East Side South,Yellow Zone,40.76861518381137,-73.9656345353807,40.76861518381137 -73.9656345353807,40.76861518381137,-73.9656345353807
238,Manhattan,Upper West Side North,Yellow Zone,40.79170493442689,-73.97304890061596,40.79170493442689 -73.97304890061596,40.79170493442689,-73.97304890061596
239,Manhattan,Upper West Side South,Yellow Zone,40.78396143031358,-73.97863194845078,40.78396143031358 -73.97863194845078,40.78396143031358,-73.97863194845078
240,Bronx,Van Cortlandt Park,Boro Zone,40.89459912750683,-73.88197807761948,40.89459912750683 -73.88197807761948,40.89459912750683,-73.88197807761948
241,Bronx,Van Cortlandt Village,Boro Zone,40.876512375445365,-73.89562001785484,40.876512375445365 -73.89562001785484,40.876512375445365,-73.89562001785484
242,Bronx,Van Nest/Morris Park,Boro Zone,40.84678289580965,-73.85067057708335,40.84678289580965 -73.85067057708335,40.84678289580965,-73.85067057708335
243,Manhattan,Washington Heights North,Boro Zone,40.85710828331415,-73.93283148761273,40.85710828331415 -73.93283148761273,40.85710828331415,-73.93283148761273
244,Manhattan,Washington Heights South,Boro Zone,40.841708771119585,-73.94139910573647,40.841708771119585 -73.94139910573647,40.841708771119585,-73.94139910573647
245,Staten Island,West Brighton,Boro Zone,40.630049391830475,-74.10286011016633,40.630049391830475 -74.10286011016633,40.630049391830475,-74.10286011016633
246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,40.753309065983096,-74.00401512528659,40.753309065983096 -74.00401512528659,40.753309065983096,-74.00401512528659
247,Bronx,West Concourse,Boro Zone,40.82898823048439,-73.9244087326425,40.82898823048439 -73.9244087326425,40.82898823048439,-73.9244087326425
248,Bronx,West Farms/Bronx River,Boro Zone,40.83416531682738,-73.87228927297,40.83416531682738 -73.87228927297,40.83416531682738,-73.87228927297
249,Manhattan,West Village,Yellow Zone,40.734576007331555,-74.00287495910835,40.734576007331555 -74.00287495910835,40.734576007331555,-74.00287495910835
250,Bronx,Westchester Village/Unionport,Boro Zone,40.83210165963196,-73.84864070062382,40.83210165963196 -73.84864070062382,40.83210165963196,-73.84864070062382
251,Staten Island,Westerleigh,Boro Zone,40.61688000771161,-74.12534779829353,40.61688000771161 -74.12534779829353,40.61688000771161,-74.12534779829353
252,Queens,Whitestone,Boro Zone,40.7881930167285,-73.81565681270993,40.7881930167285 -73.81565681270993,40.7881930167285,-73.81565681270993
253,Queens,Willets Point,Boro Zone,40.76063075217239,-73.84124393899134,40.76063075217239 -73.84124393899134,40.76063075217239,-73.84124393899134
254,Bronx,Williamsbridge/Olinville,Boro Zone,40.88215708304683,-73.85894823975754,40.88215708304683 -73.85894823975754,40.88215708304683,-73.85894823975754
255,Brooklyn,Williamsburg (North Side),Boro Zone,40.71880391812966,-73.95741813122189,40.71880391812966 -73.95741813122189,40.71880391812966,-73.95741813122189
256,Brooklyn,Williamsburg (South Side),Boro Zone,40.710879933377214,-73.95990462730536,40.710879933377214 -73.95990462730536,40.710879933377214,-73.95990462730536
257,Brooklyn,Windsor Terrace,Boro Zone,40.653611871336444,-73.9779824133001,40.653611871336444 -73.9779824133001,40.653611871336444,-73.9779824133001
258,Queens,Woodhaven,Boro Zone,40.688721356981084,-73.85576675985416,40.688721356981084 -73.85576675985416,40.688721356981084,-73.85576675985416
259,Bronx,Woodlawn/Wakefield,Boro Zone,40.897932025294516,-73.85221545370123,40.897932025294516 -73.85221545370123,40.897932025294516,-73.85221545370123
260,Queens,Woodside,Boro Zone,40.74423471780134,-73.90630644197891,40.74423471780134 -73.90630644197891,40.74423471780134,-73.90630644197891
261,Manhattan,World Trade Center,Yellow Zone,40.70913894067164,-74.01302277174901,40.70913894067164 -74.01302277174901,40.70913894067164,-74.01302277174901
262,Manhattan,Yorkville East,Yellow Zone,40.77593240314976,-73.94651035601464,40.77593240314976 -73.94651035601464,40.77593240314976,-73.94651035601464
263,Manhattan,Yorkville West,Yellow Zone,40.77876585543422,-73.95100987481806,40.77876585543422 -73.95100987481806,40.77876585543422,-73.95100987481806
264,Unknown,NV,N/A,null,null,null,null,null
265,Unknown,NA,N/A,null,null,null,null,null
